,index,Unnamed: 0,...1,Sesso,Categoria,Sotto_categoria,Marca,Articolo,Prezzo,Prezzo_scontato,Materiali,Colore,Gruppo,Link,Acetato,Acrilico,Alluminio,Alpaca,Altre_fibre,Canapa,Carta,Cashmere,Cotone,Cuoio,Elastan,Elastodiene,Elastomultiestere,Etilenvinilacetato,Fibra_di_acido_polilattico,Fibra_di_asclepiade,Fibra_metallizzata,Fibre_non_specificate,Lana,Lattice,Lino,Lyocell,Modacrilico,Modal,Mohair,Paglia,Pelo_di_yak,Piuma,Piumino,Poliammide,Policarbonato,Poliestere,Polietilene,Polipropilene,Polistirene,Poliuretano,Seta,Viscosa,Cachemire,Gomma,Lana_riciclata,Metallica,Modacrilica,Nylon,N.Fibre_Differenti
4364,4364,4365,4365,0,jeans,Pantaloni,H&M,slim mom ankle jeans,24.99,Null,"Cotone 85%, Poliestere 14%, Elastan 1%",Nero,4058,https://www2.hm.com/it_it/productpage.0924167015.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4365,4365,4366,4366,0,jeans,Pantaloni,H&M,slim straight high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Grigio,4061,https://www2.hm.com/it_it/productpage.1075287001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4366,4366,4367,4367,0,jeans,Pantaloni,H&M,slim straight high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Blu,4061,https://www2.hm.com/it_it/productpage.1075287001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4367,4367,4368,4368,0,jeans,Pantaloni,H&M,h&m+ bootcut high jeans,24.99,Null,"Cotone 81%, Poliestere 18%, Elastan 1%",Blu,4068,https://www2.hm.com/it_it/productpage.1104264002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4368,4368,4369,4369,0,jeans,Pantaloni,H&M,h&m+ bootcut low jeans,24.99,Null,"Cotone 78%, Poliestere 19%, Elastan 3%",Blu,4073,https://www2.hm.com/it_it/productpage.1099611001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4369,4369,4370,4370,0,jeans,Pantaloni,H&M,h&m+ bootcut low jeans,24.99,Null,"Cotone 77%, Poliestere 21%, Elastan 2%",Blu,4073,https://www2.hm.com/it_it/productpage.1099611001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4370,4370,4371,4371,0,jeans,Pantaloni,H&M,straight jeans,39.99,Null,"Cotone 99%, Elastan 1%",Blu,4075,https://www2.hm.com/it_it/productpage.1087382002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4371,4371,4372,4372,0,jeans,Pantaloni,H&M,straight regular jeans,39.99,Null,"Esterno: Cotone 100%,Fodera interna: Poliestere 65%, Cotone 35%",Blu,4076,https://www2.hm.com/it_it/productpage.1105593002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
4372,4372,4373,4373,0,jeans,Pantaloni,H&M,straight regular jeans,39.99,Null,"Esterno: Cotone 100%,Fodera interna: Poliestere 65%, Cotone 35%",Nero,4076,https://www2.hm.com/it_it/productpage.1105593002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
4373,4373,4374,4374,0,jeans,Pantaloni,H&M,90's straight high jeans,29.99,Null,"Cotone 99%, Elastan 1%",Nero,4077,https://www2.hm.com/it_it/productpage.0979373015.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4374,4374,4375,4375,0,jeans,Pantaloni,H&M,90's straight high jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4077,https://www2.hm.com/it_it/productpage.0979373015.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4375,4375,4376,4376,0,jeans,Pantaloni,H&M,straight high ankle jeans,29.99,Null,"Esterno: Cotone 99%, Elastan 1%,Fodera interna: Cotone 80%, Poliestere 20%",Grigio,4080,https://www2.hm.com/it_it/productpage.0988334004.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4376,4376,4377,4377,0,jeans,Pantaloni,H&M,straight high ankle jeans,29.99,Null,"Fodera interna: Cotone 80%, Poliestere 20%,Esterno: Cotone 99%, Elastan 1%",Blu,4080,https://www2.hm.com/it_it/productpage.0988334004.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4377,4377,4378,4378,0,jeans,Pantaloni,H&M,straight high ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Bianco,4080,https://www2.hm.com/it_it/productpage.0988334004.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4378,4378,4379,4379,0,jeans,Pantaloni,H&M,straight low cargo jeans,14.99,Null,Cotone 100%,Bianco,4087,https://www2.hm.com/it_it/productpage.1065875003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4379,4379,4380,4380,0,jeans,Pantaloni,H&M,h&m+ 90's straight high jeans,29.99,Null,Cotone 100%,Blu,4089,https://www2.hm.com/it_it/productpage.1088570001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4380,4380,4381,4381,0,jeans,Pantaloni,H&M,vintage slim high ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Bianco,4096,https://www2.hm.com/it_it/productpage.0799365048.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4381,4381,4382,4382,0,jeans,Pantaloni,H&M,vintage slim high ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4096,https://www2.hm.com/it_it/productpage.0799365048.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4382,4382,4383,4383,0,jeans,Pantaloni,H&M,vintage slim high ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4096,https://www2.hm.com/it_it/productpage.0799365048.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4383,4383,4384,4384,0,jeans,Pantaloni,H&M,h&m+ slim mom high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Grigio,4097,https://www2.hm.com/it_it/productpage.0939333006.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4384,4384,4385,4385,0,jeans,Pantaloni,H&M,h&m+ 90s baggy low jeans,29.99,Null,"Fodera tasca: Poliestere 80%, Cotone 20%,Esterno: Cotone 100%",Blu,4098,https://www2.hm.com/it_it/productpage.1099612002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
4385,4385,4386,4386,0,jeans,Pantaloni,H&M,h&m+ 90s baggy low jeans,29.99,Null,Cotone 100%,Blu,4098,https://www2.hm.com/it_it/productpage.1099612002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4386,4386,4387,4387,0,jeans,Pantaloni,H&M,h&m+ 90’s straight ultra high jeans,39.99,Null,Cotone 100%,Blu,4099,https://www2.hm.com/it_it/productpage.1043619003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4387,4387,4388,4388,0,jeans,Pantaloni,H&M,h&m+ 90’s straight ultra high jeans,39.99,Null,Cotone 100%,Blu,4099,https://www2.hm.com/it_it/productpage.1043619003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4388,4388,4389,4389,0,jeans,Pantaloni,H&M,wide high jeans,29.99,14.99,Cotone 100%,Blu,4105,https://www2.hm.com/it_it/productpage.1017636007.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4389,4389,4390,4390,0,jeans,Pantaloni,H&M,h&m+ vintage slim ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Nero,4106,https://www2.hm.com/it_it/productpage.0712660008.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4390,4390,4391,4391,0,jeans,Pantaloni,H&M,90s straight baggy jeans,29.99,Null,Cotone 100%,Blu,4108,https://www2.hm.com/it_it/productpage.1056223001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4391,4391,4392,4392,0,jeans,Pantaloni,H&M,straight regular jeans,34.99,Null,Cotone 100%,Blu,4120,https://www2.hm.com/it_it/productpage.1103823001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4392,4392,4393,4393,0,jeans,Pantaloni,H&M,h&m+ loose straight high jeans,22.99,Null,Cotone 100%,Blu,4128,https://www2.hm.com/it_it/productpage.1020581006.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4393,4393,4394,4394,0,jeans,Pantaloni,H&M,h&m+ loose straight high jeans,22.99,Null,Cotone 100%,Bianco,4128,https://www2.hm.com/it_it/productpage.1020581006.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4394,4394,4395,4395,0,jeans,Pantaloni,H&M,90s baggy regular jeans,29.99,Null,Cotone 100%,Blu,4134,https://www2.hm.com/it_it/productpage.1032685001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4395,4395,4396,4396,0,jeans,Pantaloni,H&M,slim high jeans,29.99,Null,Cotone 100%,Blu,4135,https://www2.hm.com/it_it/productpage.1012259008.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4396,4396,4397,4397,0,jeans,Pantaloni,H&M,slim high jeans,29.99,Null,Cotone 100%,Blu,4135,https://www2.hm.com/it_it/productpage.1012259008.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4397,4397,4398,4398,0,jeans,Pantaloni,H&M,h&m+ slim high split jeans,24.99,Null,"Esterno: Cotone 94%, Elastomultiestere 5%, Elastan 1%",Blu,4136,https://www2.hm.com/it_it/productpage.1036792003.html,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4398,4398,4399,4399,0,jeans,Pantaloni,H&M,h&m+ slim high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Blu,4138,https://www2.hm.com/it_it/productpage.0984459001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4399,4399,4400,4400,0,jeans,Pantaloni,H&M,straight regular jeans,39.99,Null,Cotone 100%,Grigio,4139,https://www2.hm.com/it_it/productpage.1045260001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4400,4400,4401,4401,0,jeans,Pantaloni,H&M,h&m+ mom high ankle jeans,24.99,Null,"Cotone 94%, Poliestere 5%, Elastan 1%",Blu,4143,https://www2.hm.com/it_it/productpage.1021719002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4401,4401,4402,4402,0,jeans,Pantaloni,H&M,h&m+ straight high waist jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4144,https://www2.hm.com/it_it/productpage.0999038004.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4402,4402,4403,4403,0,jeans,Pantaloni,H&M,h&m+ straight high waist jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4144,https://www2.hm.com/it_it/productpage.0999038004.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4403,4403,4404,4404,0,jeans,Pantaloni,H&M,90s straight ultra high jeans,39.99,Null,Cotone 100%,Blu,4146,https://www2.hm.com/it_it/productpage.1039510003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4404,4404,4405,4405,0,jeans,Jeans,H&M,bootcut high waist jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4150,https://www2.hm.com/it_it/productpage.1041577002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4405,4405,4406,4406,0,jeans,Jeans,H&M,slim mom high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Blu,4152,https://www2.hm.com/it_it/productpage.0941666038.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4406,4406,4407,4407,0,jeans,Jeans,H&M,slim mom high ankle jeans,24.99,Null,"Fodera tasca: Poliestere 65%, Cotone 35%,Esterno: Cotone 99%, Elastan 1%",Nero,4152,https://www2.hm.com/it_it/productpage.0941666038.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4407,4407,4408,4408,0,jeans,Jeans,H&M,slim mom high ankle jeans,24.99,Null,"Fodera tasca: Poliestere 65%, Cotone 35%,Esterno: Cotone 99%, Elastan 1%",Bianco,4152,https://www2.hm.com/it_it/productpage.0941666038.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4408,4408,4409,4409,0,jeans,Jeans,H&M,slim mom high ankle jeans,24.99,Null,"Esterno: Cotone 99%, Elastan 1%,Fodera tasca: Poliestere 65%, Cotone 35%",Blu,4152,https://www2.hm.com/it_it/productpage.0941666038.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4409,4409,4410,4410,0,jeans,Jeans,H&M,slim mom high ankle jeans,24.99,Null,"Fodera tasca: Poliestere 65%, Cotone 35%,Esterno: Cotone 99%, Elastan 1%",Blu,4152,https://www2.hm.com/it_it/productpage.0941666038.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4410,4410,4411,4411,0,jeans,Jeans,H&M,mom high ankle jeans,39.99,11.99,"Cotone 99%, Elastan 1%",Blu,4154,https://www2.hm.com/it_it/productpage.0905803002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4411,4411,4412,4412,0,jeans,Jeans,H&M,mom high ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Nero,4156,https://www2.hm.com/it_it/productpage.0714790057.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4412,4412,4413,4413,0,jeans,Jeans,H&M,mom high ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4156,https://www2.hm.com/it_it/productpage.0714790057.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4413,4413,4414,4414,0,jeans,Jeans,H&M,mom high ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4156,https://www2.hm.com/it_it/productpage.0714790057.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4414,4414,4415,4415,0,jeans,Jeans,H&M,mom high ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4156,https://www2.hm.com/it_it/productpage.0714790057.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4415,4415,4416,4416,0,jeans,Jeans,H&M,salopette denim mom fit,39.99,Null,Cotone 100%,Blu,4157,https://www2.hm.com/it_it/productpage.1030061008.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4416,4416,4417,4417,0,jeans,Jeans,H&M,slim mom high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Beige,4158,https://www2.hm.com/it_it/productpage.0941666041.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4417,4417,4418,4418,0,jeans,Jeans,H&M,mom loose fit ultra high jeans,29.99,Null,Cotone 100%,Nero,4164,https://www2.hm.com/it_it/productpage.1041089001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4418,4418,4419,4419,0,jeans,Jeans,H&M,mom loose fit ultra high jeans,29.99,Null,Cotone 100%,Blu,4164,https://www2.hm.com/it_it/productpage.1041089001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4419,4419,4420,4420,0,jeans,Jeans,H&M,mom loose fit ultra high jeans,29.99,Null,Cotone 100%,Blu,4164,https://www2.hm.com/it_it/productpage.1041089001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4420,4420,4421,4421,0,jeans,Jeans,H&M,mom comfort ultra high jeans,34.99,Null,"Cotone 80%, Poliestere 20%",Blu,4166,https://www2.hm.com/it_it/productpage.1030453004.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
4421,4421,4422,4422,0,jeans,Jeans,H&M,mom comfort ultra high jeans,34.99,Null,"Esterno: Cotone 100%,Vita: Cotone 99%, Poliestere 1%",Nero,4166,https://www2.hm.com/it_it/productpage.1030453004.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
4422,4422,4423,4423,0,jeans,Jeans,H&M,mom comfort ultra high jeans,34.99,Null,"Cotone 80%, Poliestere 20%",Blu,4166,https://www2.hm.com/it_it/productpage.1030453004.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
4423,4423,4424,4424,0,jeans,Jeans,H&M,h&m+ mom loose-fit ultra high jeans,29.99,Null,Cotone 100%,Blu,4167,https://www2.hm.com/it_it/productpage.0978833016.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4424,4424,4425,4425,0,jeans,Jeans,H&M,h&m+ mom loose-fit ultra high jeans,29.99,Null,Cotone 100%,Nero,4167,https://www2.hm.com/it_it/productpage.0978833016.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4425,4425,4426,4426,0,jeans,Jeans,H&M,h&m+ mom loose-fit ultra high jeans,29.99,Null,Cotone 100%,Blu,4167,https://www2.hm.com/it_it/productpage.0978833016.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4426,4426,4427,4427,0,jeans,Jeans,H&M,h&m+ mom loose-fit ultra high jeans,29.99,Null,Cotone 100%,Blu,4167,https://www2.hm.com/it_it/productpage.0978833016.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4427,4427,4428,4428,0,jeans,Jeans,H&M,mom high ankle jeans,24.99,Null,"Cotone 94%, Poliestere 5%, Elastan 1%",Blu,4178,https://www2.hm.com/it_it/productpage.0919365008.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4428,4428,4429,4429,0,jeans,Jeans,H&M,mom high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Grigio,4179,https://www2.hm.com/it_it/productpage.0572998007.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4429,4429,4430,4430,0,jeans,Jeans,H&M,mom high ankle jeans,24.99,14.99,"Cotone 99%, Elastan 1%",Blu,4179,https://www2.hm.com/it_it/productpage.0572998007.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4430,4430,4431,4431,0,jeans,Jeans,H&M,mom high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Blu,4179,https://www2.hm.com/it_it/productpage.0572998007.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4431,4431,4432,4432,0,jeans,Jeans,H&M,mom high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Blu,4179,https://www2.hm.com/it_it/productpage.0572998007.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4432,4432,4433,4433,0,jeans,Jeans,H&M,mom loose jeans,24.99,Null,"Fodera tasca: Poliestere 65%, Cotone 35%,Esterno: Cotone 100%",Nero,4184,https://www2.hm.com/it_it/productpage.1027952001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
4433,4433,4434,4434,0,jeans,Jeans,H&M,mom loose jeans,24.99,Null,"Fodera tasca: Poliestere 65%, Cotone 35%,Esterno: Cotone 100%",Blu,4184,https://www2.hm.com/it_it/productpage.1027952001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
4434,4434,4435,4435,0,jeans,Jeans,H&M,mom high ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4186,https://www2.hm.com/it_it/productpage.0714790089.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4435,4435,4436,4436,0,jeans,Jeans,H&M,mom loose fit jeans,29.99,7.99,"Esterno: Cotone 100%,Fodera interna: Poliestere 80%, Cotone 20%",Blu,4193,https://www2.hm.com/it_it/productpage.1056004002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
