,index,Unnamed: 0,...1,Sesso,Categoria,Sotto_categoria,Marca,Articolo,Prezzo,Prezzo_scontato,Materiali,Colore,Gruppo,Link,Acetato,Acrilico,Alluminio,Alpaca,Altre_fibre,Canapa,Carta,Cashmere,Cotone,Cuoio,Elastan,Elastodiene,Elastomultiestere,Etilenvinilacetato,Fibra_di_acido_polilattico,Fibra_di_asclepiade,Fibra_metallizzata,Fibre_non_specificate,Lana,Lattice,Lino,Lyocell,Modacrilico,Modal,Mohair,Paglia,Pelo_di_yak,Piuma,Piumino,Poliammide,Policarbonato,Poliestere,Polietilene,Polipropilene,Polistirene,Poliuretano,Seta,Viscosa,Cachemire,Gomma,Lana_riciclata,Metallica,Modacrilica,Nylon,N.Fibre_Differenti
4291,4291,4292,4292,0,jeans,Pantaloni,H&M,skinny high ankle jeans,29.99,Null,Cotone 100%,Blu,3997,https://www2.hm.com/it_it/productpage.0964891010.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4292,4292,4293,4293,0,jeans,Pantaloni,H&M,shaping high ankle jeans,49.99,21.99,"Cotone 92%, Poliestere 6%, Elastan 2%",Nero,4001,https://www2.hm.com/it_it/productpage.0950997003.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4293,4293,4294,4294,0,jeans,Pantaloni,H&M,h&m+ shaping skinny jeans,49.99,32.99,"Cotone 69%, Poliammide 27%, Elastan 4%",Grigio,4005,https://www2.hm.com/it_it/productpage.0624257028.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4294,4294,4295,4295,0,jeans,Pantaloni,H&M,super skinny high jeans,24.99,Null,"Cotone 82%, Poliestere 17%, Elastan 1%",Blu,4007,https://www2.hm.com/it_it/productpage.0820827002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4295,4295,4296,4296,0,jeans,Pantaloni,H&M,h&m+ skinny regular jeans,29.99,Null,"Cotone 78%, Poliestere 20%, Elastan 2%",Nero,4014,https://www2.hm.com/it_it/productpage.1100398001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4296,4296,4297,4297,0,jeans,Jeans,H&M,embrace high ankle jeans,39.99,Null,"Cotone 91%, Poliestere 7%, Elastan 2%",Blu,4018,https://www2.hm.com/it_it/productpage.0882899042.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4297,4297,4298,4298,0,jeans,Jeans,H&M,embrace high ankle jeans,39.99,23.99,"Cotone 92%, Elastomultiestere 6%, Elastan 2%",Grigio,4018,https://www2.hm.com/it_it/productpage.0882899042.html,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4298,4298,4299,4299,0,jeans,Pantaloni,H&M,straight high jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4024,https://www2.hm.com/it_it/productpage.1003167010.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4299,4299,4300,4300,0,jeans,Pantaloni,H&M,straight high jeans,29.99,Null,"Cotone 99%, Elastan 1%",Grigio,4024,https://www2.hm.com/it_it/productpage.1003167010.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4300,4300,4301,4301,0,jeans,Pantaloni,H&M,straight high jeans,29.99,Null,Cotone 100%,Blu,4024,https://www2.hm.com/it_it/productpage.1003167010.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4301,4301,4302,4302,0,jeans,Pantaloni,H&M,straight high jeans,29.99,Null,"Cotone 99%, Elastan 1%",Bianco,4024,https://www2.hm.com/it_it/productpage.1003167010.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4302,4302,4303,4303,0,jeans,Pantaloni,H&M,straight high jeans,29.99,Null,"Cotone 99%, Elastan 1%",Grigio,4024,https://www2.hm.com/it_it/productpage.1003167010.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4303,4303,4304,4304,0,jeans,Pantaloni,H&M,straight high jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4024,https://www2.hm.com/it_it/productpage.1003167010.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4304,4304,4305,4305,0,jeans,Pantaloni,H&M,slim high ankle jeans,34.99,Null,"Cotone 69%, Viscosa 30%, Elastan 1%",Blu,4025,https://www2.hm.com/it_it/productpage.1069416002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
4305,4305,4306,4306,0,jeans,Pantaloni,H&M,slim high ankle jeans,34.99,Null,"Cotone 69%, Viscosa 30%, Elastan 1%",Blu,4025,https://www2.hm.com/it_it/productpage.1069416002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
4306,4306,4307,4307,0,jeans,Pantaloni,H&M,slim high ankle jeans,34.99,Null,"Cotone 69%, Viscosa 30%, Elastan 1%",Nero,4025,https://www2.hm.com/it_it/productpage.1069416002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
4307,4307,4308,4308,0,jeans,Pantaloni,H&M,vintage straight high jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4026,https://www2.hm.com/it_it/productpage.1026091010.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4308,4308,4309,4309,0,jeans,Pantaloni,H&M,vintage straight high jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4026,https://www2.hm.com/it_it/productpage.1026091010.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4309,4309,4310,4310,0,jeans,Pantaloni,H&M,vintage straight high jeans,29.99,Null,"Cotone 99%, Elastan 1%",Nero,4026,https://www2.hm.com/it_it/productpage.1026091010.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4310,4310,4311,4311,0,jeans,Pantaloni,H&M,vintage straight high jeans,29.99,Null,"Fodera tasca: Cotone 65%, Poliestere 35%,Esterno: Cotone 100%",Grigio,4026,https://www2.hm.com/it_it/productpage.1026091010.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
4311,4311,4312,4312,0,jeans,Pantaloni,H&M,90’s straight baggy jeans,29.99,Null,Cotone 100%,Blu,4028,https://www2.hm.com/it_it/productpage.0995997004.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4312,4312,4313,4313,0,jeans,Pantaloni,H&M,90’s straight baggy jeans,29.99,17.99,Cotone 100%,Blu,4028,https://www2.hm.com/it_it/productpage.0995997004.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4313,4313,4314,4314,0,jeans,Pantaloni,H&M,mom loose-fit high ankle jeans,24.99,Null,"Fodera tasca: Cotone 80%, Poliestere 20%,Esterno: Cotone 94%, Elastomultiestere 5%, Elastan 1%",Blu,4029,https://www2.hm.com/it_it/productpage.1091632003.html,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
4314,4314,4315,4315,0,jeans,Pantaloni,H&M,mom loose-fit high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Blu,4029,https://www2.hm.com/it_it/productpage.1091632003.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4315,4315,4316,4316,0,jeans,Pantaloni,H&M,mom loose-fit high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Grigio,4029,https://www2.hm.com/it_it/productpage.1091632003.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4316,4316,4317,4317,0,jeans,Pantaloni,H&M,90's straight high jeans,29.99,Null,Cotone 100%,Blu,4032,https://www2.hm.com/it_it/productpage.1066976003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4317,4317,4318,4318,0,jeans,Pantaloni,H&M,90's straight high jeans,29.99,Null,Cotone 100%,Blu,4032,https://www2.hm.com/it_it/productpage.1066976003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4318,4318,4319,4319,0,jeans,Pantaloni,H&M,slim high ankle jeans,19.99,Null,"Cotone 99%, Elastan 1%",Nero,4033,https://www2.hm.com/it_it/productpage.0941374008.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4319,4319,4320,4320,0,jeans,Pantaloni,H&M,slim high ankle jeans,19.99,Null,"Cotone 99%, Elastan 1%",Blu,4033,https://www2.hm.com/it_it/productpage.0941374008.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4320,4320,4321,4321,0,jeans,Pantaloni,H&M,slim high ankle jeans,19.99,Null,"Cotone 99%, Elastan 1%",Grigio,4033,https://www2.hm.com/it_it/productpage.0941374008.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4321,4321,4322,4322,0,jeans,Pantaloni,H&M,slim high ankle jeans,19.99,Null,"Cotone 99%, Elastan 1%",Blu,4033,https://www2.hm.com/it_it/productpage.0941374008.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4322,4322,4323,4323,0,jeans,Pantaloni,H&M,slim high ankle jeans,19.99,Null,"Cotone 99%, Elastan 1%",Nero,4033,https://www2.hm.com/it_it/productpage.0941374008.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4323,4323,4324,4324,0,jeans,Pantaloni,H&M,slim high ankle jeans,19.99,12.99,"Cotone 99%, Elastan 1%",Blu,4033,https://www2.hm.com/it_it/productpage.0941374008.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4324,4324,4325,4325,0,jeans,Pantaloni,H&M,slim bootcut high jeans,24.99,Null,"Cotone 80%, Poliestere 19%, Elastan 1%",Blu,4034,https://www2.hm.com/it_it/productpage.1043972001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4325,4325,4326,4326,0,jeans,Pantaloni,H&M,slim bootcut high jeans,24.99,Null,"Cotone 81%, Poliestere 18%, Elastan 1%",Nero,4034,https://www2.hm.com/it_it/productpage.1043972001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4326,4326,4327,4327,0,jeans,Pantaloni,H&M,90s baggy low jeans,29.99,Null,Cotone 100%,Blu,4035,https://www2.hm.com/it_it/productpage.1059695002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4327,4327,4328,4328,0,jeans,Pantaloni,H&M,90s baggy low jeans,29.99,Null,Cotone 100%,Nero,4035,https://www2.hm.com/it_it/productpage.1059695002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4328,4328,4329,4329,0,jeans,Pantaloni,H&M,90s baggy low jeans,29.99,Null,Cotone 100%,Blu,4035,https://www2.hm.com/it_it/productpage.1059695002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4329,4329,4330,4330,0,jeans,Pantaloni,H&M,h&m+ slim mom high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Blu,4038,https://www2.hm.com/it_it/productpage.1058007005.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4330,4330,4331,4331,0,jeans,Pantaloni,H&M,h&m+ slim mom high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Beige,4038,https://www2.hm.com/it_it/productpage.1058007005.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4331,4331,4332,4332,0,jeans,Pantaloni,H&M,straight regular ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Nero,4040,https://www2.hm.com/it_it/productpage.1075062001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4332,4332,4333,4333,0,jeans,Pantaloni,H&M,straight regular ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Grigio,4040,https://www2.hm.com/it_it/productpage.1075062001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4333,4333,4334,4334,0,jeans,Pantaloni,H&M,straight regular ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4040,https://www2.hm.com/it_it/productpage.1075062001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4334,4334,4335,4335,0,jeans,Pantaloni,H&M,straight regular ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Giallo,4040,https://www2.hm.com/it_it/productpage.1075062001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4335,4335,4336,4336,0,jeans,Pantaloni,H&M,straight regular ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Grigio,4040,https://www2.hm.com/it_it/productpage.1075062001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4336,4336,4337,4337,0,jeans,Pantaloni,H&M,straight regular ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4040,https://www2.hm.com/it_it/productpage.1075062001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4337,4337,4338,4338,0,jeans,Pantaloni,H&M,salopette svasata in denim,39.99,Null,"Cotone 99%, Elastan 1%",Blu,4041,https://www2.hm.com/it_it/productpage.1103177001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4338,4338,4339,4339,0,jeans,Pantaloni,H&M,h&m+ straight high ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4043,https://www2.hm.com/it_it/productpage.1046207002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4339,4339,4340,4340,0,jeans,Pantaloni,H&M,h&m+ straight high ankle jeans,29.99,Null,"Cotone 99%, Elastan 1%",Blu,4043,https://www2.hm.com/it_it/productpage.1046207002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4340,4340,4341,4341,0,jeans,Pantaloni,H&M,straight high jeans,34.99,Null,Cotone 100%,Blu,4044,https://www2.hm.com/it_it/productpage.1091743003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4341,4341,4342,4342,0,jeans,Pantaloni,H&M,straight high jeans,34.99,Null,Cotone 100%,Blu,4044,https://www2.hm.com/it_it/productpage.1091743003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4342,4342,4343,4343,0,jeans,Pantaloni,H&M,straight high jeans,34.99,Null,Cotone 100%,Blu,4044,https://www2.hm.com/it_it/productpage.1091743003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4343,4343,4344,4344,0,jeans,Pantaloni,H&M,straight high jeans,34.99,Null,Cotone 100%,Grigio,4044,https://www2.hm.com/it_it/productpage.1091743003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4344,4344,4345,4345,0,jeans,Pantaloni,H&M,slim straight high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Blu,4045,https://www2.hm.com/it_it/productpage.1091608003.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4345,4345,4346,4346,0,jeans,Pantaloni,H&M,slim straight high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Grigio,4045,https://www2.hm.com/it_it/productpage.1091608003.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4346,4346,4347,4347,0,jeans,Pantaloni,H&M,slim straight high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Blu,4045,https://www2.hm.com/it_it/productpage.1091608003.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4347,4347,4348,4348,0,jeans,Pantaloni,H&M,straight regular jeans,39.99,Null,Cotone 100%,Giallo,4050,https://www2.hm.com/it_it/productpage.1101656003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4348,4348,4349,4349,0,jeans,Pantaloni,H&M,straight regular jeans,39.99,Null,"Cotone 64%, Lyocell 36%",Blu,4050,https://www2.hm.com/it_it/productpage.1101656003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4349,4349,4350,4350,0,jeans,Pantaloni,H&M,straight regular jeans,39.99,Null,Cotone 100%,Grigio,4050,https://www2.hm.com/it_it/productpage.1101656003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4350,4350,4351,4351,0,jeans,Pantaloni,H&M,straight high jeans,49.99,Null,Cotone 100%,Blu,4051,https://www2.hm.com/it_it/productpage.1113026001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4351,4351,4352,4352,0,jeans,Pantaloni,H&M,slim high jeans,39.99,Null,"Cotone 99%, Elastan 1%",Bianco,4053,https://www2.hm.com/it_it/productpage.1049771002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4352,4352,4353,4353,0,jeans,Pantaloni,H&M,slim high jeans,39.99,Null,"Cotone 99%, Elastan 1%",Blu,4053,https://www2.hm.com/it_it/productpage.1049771002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4353,4353,4354,4354,0,jeans,Pantaloni,H&M,slim high jeans,39.99,Null,"Cotone 99%, Elastan 1%",Blu,4053,https://www2.hm.com/it_it/productpage.1049771002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4354,4354,4355,4355,0,jeans,Pantaloni,H&M,slim high jeans,39.99,Null,"Cotone 99%, Elastan 1%",Blu,4053,https://www2.hm.com/it_it/productpage.1049771002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4355,4355,4356,4356,0,jeans,Pantaloni,H&M,slim high jeans,39.99,Null,"Cotone 99%, Elastan 1%",Nero,4053,https://www2.hm.com/it_it/productpage.1049771002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4356,4356,4357,4357,0,jeans,Pantaloni,H&M,true to you slim high jeans,49.99,Null,"Cotone 91%, Poliestere 5%, Elastan 4%",Nero,4054,https://www2.hm.com/it_it/productpage.1091545001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4357,4357,4358,4358,0,jeans,Pantaloni,H&M,true to you slim high jeans,49.99,Null,"Cotone 91%, Poliestere 5%, Elastan 4%",Blu,4054,https://www2.hm.com/it_it/productpage.1091545001.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
4358,4358,4359,4359,0,jeans,Pantaloni,H&M,mom loose-fit high ankle jeans,24.99,Null,"Cotone 99%, Elastan 1%",Nero,4055,https://www2.hm.com/it_it/productpage.1068429002.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4359,4359,4360,4360,0,jeans,Pantaloni,H&M,loose straight high jeans,19.99,Null,Cotone 100%,Blu,4057,https://www2.hm.com/it_it/productpage.0864224038.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4360,4360,4361,4361,0,jeans,Pantaloni,H&M,loose straight high jeans,19.99,Null,Cotone 100%,Blu,4057,https://www2.hm.com/it_it/productpage.0864224038.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4361,4361,4362,4362,0,jeans,Pantaloni,H&M,loose straight high jeans,19.99,Null,Cotone 100%,Bianco,4057,https://www2.hm.com/it_it/productpage.0864224038.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4362,4362,4363,4363,0,jeans,Pantaloni,H&M,loose straight high jeans,19.99,Null,Cotone 100%,Blu,4057,https://www2.hm.com/it_it/productpage.0864224038.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4363,4363,4364,4364,0,jeans,Pantaloni,H&M,slim mom ankle jeans,24.99,Null,"Cotone 86%, Poliestere 13%, Elastan 1%",Grigio,4058,https://www2.hm.com/it_it/productpage.0924167015.html,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
